arrival_id,date,mandi_id,crop_name,variety,arrival_quantity,unit,farmer_count,arrival_quantity_qtl,mandi_name,district,mandi_type,modal_price,msp,avg_temperature_c,total_rainfall_mm,avg_humidity_percent,avg_distance_km,avg_transit_hours,avg_speed_kmph,transit_delay_rate
ARR0020380,2026-03-06,MANDI028,Mustard,Pusa-1121,99.87,Quintals,,99.87,Machilipatnam APMC,Hisar,,,,27.25037037037037,565.936,60.674418604651166,624.3424812999411,12.79244341563786,60.18105427601771,0.03636363636363636
ARR0021641,,MANDI045,Sarso,HD-2967,39119.0,KGS,41.0,391.19,Farrukhabad Mandi,Meerut,PRIVATE,,,,,,643.3295720411376,12.714092394533573,112.09798583911237,0.031746031746031744
ARR0004098,,MANDI027,Cotton,Pusa-1121,111.01,Qtl,137.0,111.01,Kochi APMC,Hisar,apmc,,,,,,670.2209817773202,13.899811233885819,61.35526904261244,0.0546448087431694
,,MANDI026,मक्का,Pusa-1121,264.38,Qtl,96.0,264.38,Tadipatri Mandi,Hisar,Private,,,,,,626.8655168026767,12.396301346801346,62.66584611941938,0.011976047904191617
ARR0006088,,MANDI019,Sugarcane,HD-2967,373.93,Quintals,121.0,373.93,Karimnagar Grain Market,Moga,PRIVATE,,,,,,637.5183788089874,13.427884366925063,49.666285427857424,0.05142857142857143
ARR0021143,,MANDI024,Mustard,Premium,7048.999999999999,Kgs,7.0,70.49,Jaipur Mandi,Karnal,APMC,,,,,,663.1546446640208,13.775649188514356,51.45505293148017,0.03278688524590164
ARR0019959,,MANDI022,Makka,PBW-343,38.343,Tonnes,85.0,383.43000000000006,Eluru APMC,Karnal,,,,,,,663.3985257990363,13.769484767025089,53.93214500234118,0.03684210526315789
ARR0001442,,MANDI044,Rice,Local,113.89,Qtl,97.0,113.89,Dehri Mandi,Agra,APMC,,,,,,620.1631627770485,12.834301957397813,63.73260743162981,0.045454545454545456
ARR0004480,,MANDI045,Wheat,Local,15910.0,kg,102.0,159.1,Farrukhabad Mandi,Meerut,PRIVATE,,,,,,643.3295720411376,12.714092394533573,112.09798583911237,0.031746031746031744
ARR0021197,,MANDI021,Sugarcane,Hybrid,197.48,qtl,,197.48,Guna Mandi,Ferozepur,APMC,,,,,,626.2966871986442,12.72502087347463,49.476850489380034,0.01675977653631285
ARR0020628,,MANDI012,Sugarcane,PBW-343,35053.0,Kilo,71.0,,Gaya Grain Market,Patiala,,,,,,,629.3023185481632,13.901598039215685,49.38806241807192,0.05202312138728324
ARR0001665,,MANDI055,Chawal,Local,406.67,Quintals,,406.67,Chandigarh APMC,Bareilly,apmc,,,,,,666.9052991130683,14.147436274509804,56.15843477749373,0.06321839080459771
ARR0002938,,MANDI016,Wheat,,162.36,qtl,114.0,162.36,Kulti APMC,Bathinda,,,,,,,638.2783345700341,13.324479532163744,51.92647932949142,0.015706806282722512
ARR0019350,,MANDI001,Wheat,Premium,19.073,MT,,,Hyderabad Mandi,ludhiana,Private,,,,,,651.6159831013507,13.433315671162493,59.144741008201564,0.06857142857142857
ARR0020205,,MANDI037,Makka,Hybrid,7347.0,Kgs,17.0,73.47,Jorhat Grain Market,Kurukshetra,APMC,,,,,,686.1450803184645,14.387921704087507,50.45675127853704,0.05583756345177665
ARR0015292,,MANDI037,Wheat,PBW-343,"36,654.0 KG",,53.0,,Jorhat Grain Market,Kurukshetra,APMC,,,,,,686.1450803184645,14.387921704087507,50.45675127853704,0.05583756345177665
ARR0019616,,MANDI008,Maize,Hybrid,82.61,qtl,,82.61,Bijapur Market,Amritsar,APMC,,,,,,639.464302839031,13.181390562248994,64.51699539495512,0.023391812865497075
ARR0022884,,MANDI047,मक्का,,194.32,Quintals,33.0,194.32,Orai Market,Muzaffarnagar,APMC,,,,,,695.533203269849,14.686028673835127,49.294224825719404,0.03773584905660377
ARR0003230,,MANDI051,Mustard,PBW-343,38.055,MT,6.0,,Gulbarga Market,Saharanpur,Private,,,,,,683.21329529257,14.707693758573388,56.827504902434434,0.060240963855421686
ARR0003266,,MANDI023,Sugarcane,,97.11,qtl,17.0,97.11,Panihati APMC,KARNAL,PRIVATE,,,,,,679.7929010616903,14.07323595146871,65.13214652298328,0.06857142857142857
ARR0023966,,MANDI017,Sarso,PBW-343,15999.0,Kilo,125.0,,Parbhani Market,,PRIVATE,,,,,,665.9351941479357,13.4844459791283,57.129420019849896,0.0213903743315508
ARR0017190,,MANDI002,Cotton,PBW-343,"22,697.0 KG",,73.0,,Solapur Mandi,Ludhiana,APMC,,,,,,706.4073362154123,14.187235217673814,97.69604557125678,0.023121387283236993
ARR0003048,,MANDI016,Cotton,Premium,7845.0,KGS,54.0,78.45,Kulti APMC,Bathinda,,,,,,,638.2783345700341,13.324479532163744,51.92647932949142,0.015706806282722512
ARR0013641,,MANDI018,Sarso,Premium,342.39,Qtl,143.0,342.39,Jaunpur Mandi,MOGA,,,,,,,624.4304212599498,12.728536776212833,55.803016134335614,0.020689655172413793
ARR0019876,,MANDI054,Basmati,,32227.0,Kgs,127.0,322.27,Nangloi Jat Grain Market,Saharanpur,Direct,,,,,,676.5229346500879,13.507386765746638,54.03155734409026,0.054878048780487805
ARR0018787,2026-08-08,MANDI044,Rice,Pusa-1121,336.73 qtl,,69.0,,Dehri Mandi,Agra,APMC,,,28.599999999999998,785.064,65.16,620.1631627770485,12.834301957397813,63.73260743162981,0.045454545454545456
ARR0020778,,MANDI024,Mustard,HD-2967,12790.0,Kilo,113.0,,Jaipur Mandi,Karnal,APMC,,,,,,663.1546446640208,13.775649188514356,51.45505293148017,0.03278688524590164
ARR0002765,,MANDI013,Mustard,Premium,361.74,Q,62.0,,Aurangabad Market,Patiala,Private,,,,,,678.600334996969,14.36791847041847,50.635306126194656,0.06369426751592357
ARR0014145,,MANDI006,Sugarcane,Pusa-1121,469.92,qtl,18.0,469.92,Kochi Mandi,Amritsar,Direct,,,,,,681.3500588755784,14.387914171656687,50.95691710901751,0.06976744186046512
ARR0023854,,MANDI007,Sugarcane,,-177.05,KG,46.0,-1.7705000000000002,Nashik Mandi,Amritsar,PRIVATE,,,,,,681.3677488963143,14.032609184328837,60.11135040726303,0.03932584269662921
ARR0012859,,MANDI057,Cotton,PBW-343,34.129000000000005,T,,341.2900000000001,Gorakhpur APMC,Bareilly,Direct,,,,,,644.6248551742354,13.740597454996896,49.7430446036011,0.04371584699453552
ARR0023766,,MANDI025,Rice,HD-2967,17588.0,Kgs,88.0,175.88,Dindigul APMC,karnal,APMC,,,,,,680.6062632807995,13.957806397306399,54.26934176888128,0.047337278106508875
ARR0009572,,MANDI041,Makka,Premium,17.603,T,38.0,176.03000000000003,Gurgaon Grain Market,FATEHABAD,APMC,,,,,,678.6662064292743,14.117948369565216,55.939064035801515,0.03783783783783784
ARR0021131,,MANDI040,Maize,Hybrid,309.07 qtl,,146.0,,Jodhpur Market,Fatehabad,Direct,,,,,,673.9241438843335,13.905524870801033,57.608490094576815,0.05747126436781609
ARR0022207,,MANDI027,Basmati,HD-2967,47236.0,Kgs,11.0,472.36,Kochi APMC,Hisar,apmc,,,,,,670.2209817773202,13.899811233885819,61.35526904261244,0.0546448087431694
ARR0005385,,MANDI028,Cotton,Hybrid,12.677,tonnes,5.0,126.77,Machilipatnam APMC,Hisar,,,,,,,624.3424812999411,12.79244341563786,60.18105427601771,0.03636363636363636
ARR0020517,,MANDI026,Wheat,PBW-343,28.492,Tonnes,99.0,284.92,Tadipatri Mandi,Hisar,Private,,,,,,626.8655168026767,12.396301346801346,62.66584611941938,0.011976047904191617
ARR0015213,,MANDI005,Rice,PBW-343,54.32,qtl,122.0,54.32,Bhilwara Grain Market,Amritsar,Direct,,,,,,632.3713722729603,13.091763005780347,52.37782907608661,0.05113636363636364
,,MANDI031,Maize,Local,431.25 qtl,,60.0,,Nangloi Jat Mandi,Sirsa,APMC,,,,,,645.0201391611898,13.820561002178648,54.92193466455674,0.0440251572327044
ARR0010273,,MANDI021,Sarso,,200.26,Qtl,11.0,200.26,Guna Mandi,Ferozepur,APMC,,,,,,626.2966871986442,12.72502087347463,49.476850489380034,0.01675977653631285
ARR0023476,,MANDI023,Mustard,PBW-343,312.23,Qtl,18.0,312.23,Panihati APMC,KARNAL,PRIVATE,,,,,,679.7929010616903,14.07323595146871,65.13214652298328,0.06857142857142857
ARR0013815,2026-08-06,MANDI009,Makka,HD-2967,27041.000000000004,Kilo,83.0,,Jamshedpur APMC,Jalandhar,apmc,,,23.5,798.802,58.680851063829785,624.66569816654,12.700994791666666,59.18179158668939,0.036585365853658534
ARR0023287,,MANDI003,Cotton,PBW-343,4.441,MT,127.0,,Vijayawada Mandi,Ludhiana,,,,,,,635.054591981226,12.82110312899106,67.86005159466583,0.02824858757062147
ARR0016192,,MANDI023,Maize,,455.6,quintal,59.0,455.6,Panihati APMC,KARNAL,PRIVATE,,,,,,679.7929010616903,14.07323595146871,65.13214652298328,0.06857142857142857
ARR0011823,,MANDI004,Chawal,HD-2967,60.33,qtl,124.0,60.33,Khandwa Grain Market,Ludhiana,APMC,,,,,,616.6296575716929,13.122750841750841,57.10978649823338,0.05357142857142857
ARR0005816,,MANDI039,Sugarcane,PBW-343,158.3,quintal,135.0,158.3,Anand Grain Market,,APMC,,,,,,617.2666889447446,12.466750151791135,57.89251685266857,0.02127659574468085
ARR0006030,,MANDI033,Cotton,HD-2967,"43,655.0 KG",,128.0,,South Dumdum Grain Market,AMBALA,apmc,,,,,,724.9183214950734,14.321881153305204,56.708516729056676,0.04938271604938271
ARR0010009,,MANDI004,Rice,,29139.999999999996,kg,,291.4,Khandwa Grain Market,Ludhiana,APMC,,,,,,616.6296575716929,13.122750841750841,57.10978649823338,0.05357142857142857
ARR0022129,,MANDI040,Sugarcane,Local,45813.0,KGS,131.0,458.13,Jodhpur Market,Fatehabad,Direct,,,,,,673.9241438843335,13.905524870801033,57.608490094576815,0.05747126436781609
ARR0015481,,MANDI028,Maize,Premium,"7,278.0 KG",,68.0,,Machilipatnam APMC,Hisar,,,,,,,624.3424812999411,12.79244341563786,60.18105427601771,0.03636363636363636
ARR0020630,,MANDI028,चावल,Local,32583.0,kg,36.0,325.83,Machilipatnam APMC,Hisar,,,,,,,624.3424812999411,12.79244341563786,60.18105427601771,0.03636363636363636
ARR0005888,,MANDI049,Maize,,182.46,quintal,,182.46,Machilipatnam Mandi,Muzaffarnagar,Private,,,,,,637.9883090739725,13.246245519713263,53.807214746988215,0.047872340425531915
ARR0006650,,MANDI043,Rice,Local,18275.0,KG,128.0,182.75,Danapur Mandi,Agra,Private,,,,,,627.6304311873139,13.568173926767678,51.45124163661733,0.0449438202247191
ARR0002363,,MANDI026,Maize,Pusa-1121,23947.0,KGS,29.0,239.47,Tadipatri Mandi,Hisar,Private,,,,,,626.8655168026767,12.396301346801346,62.66584611941938,0.011976047904191617
ARR0010446,2026-05-08,MANDI026,Makki,Pusa-1121,17.899,tonnes,21.0,178.99,Tadipatri Mandi,Hisar,Private,,,29.355172413793102,863.958,58.68627450980392,626.8655168026767,12.396301346801346,62.66584611941938,0.011976047904191617
ARR0009069,,MANDI022,Cotton,Pusa-1121,5918.0,Kilo,76.0,,Eluru APMC,Karnal,,,,,,,663.3985257990363,13.769484767025089,53.93214500234118,0.03684210526315789
ARR0020854,,MANDI035,Sugarcane,Pusa-1121,158.72,Q,,,Guntakal Mandi,Ambala,APMC,,,,,,659.1497326817673,13.834618518518518,48.87021288073859,0.039473684210526314
ARR0023442,,MANDI056,Cotton,,25827.999999999996,KGS,73.0,258.28,Bilaspur Mandi,Bareilly,Private,,,,,,647.0077318112894,13.43936009307737,82.7964797037649,0.05699481865284974
ARR0011135,,MANDI035,Rice,Premium,37.528,T,138.0,375.28,Guntakal Mandi,Ambala,APMC,,,,,,659.1497326817673,13.834618518518518,48.87021288073859,0.039473684210526314
ARR0000197,,MANDI001,Cotton,HD-2967,76.9 qtl,,118.0,,Hyderabad Mandi,ludhiana,Private,,,,,,651.6159831013507,13.433315671162493,59.144741008201564,0.06857142857142857
,,MANDI002,Makka,HD-2967,28557.0,Kgs,46.0,285.57,Solapur Mandi,Ludhiana,APMC,,,,,,706.4073362154123,14.187235217673814,97.69604557125678,0.023121387283236993
ARR0001203,2026-04-04,MANDI045,Cotton,PBW-343,2683.0,KGS,12.0,26.83,Farrukhabad Mandi,Meerut,PRIVATE,,,28.46127946127946,840.322,61.6,643.3295720411376,12.714092394533573,112.09798583911237,0.031746031746031744
ARR0009407,,MANDI051,Mustard,Local,108.06,Quintals,78.0,108.06,Gulbarga Market,Saharanpur,Private,,,,,,683.21329529257,14.707693758573388,56.827504902434434,0.060240963855421686
ARR0013714,,MANDI038,Cotton,Premium,37.288,Tonnes,41.0,372.88,Jalandhar Mandi,Kurukshetra,Private,,,,,,615.396755319967,13.312980884109916,50.9392362486965,0.0425531914893617
ARR0002798,,MANDI043,Cotton,Hybrid,354.98,Q,11.0,,Danapur Mandi,Agra,Private,,,,,,627.6304311873139,13.568173926767678,51.45124163661733,0.0449438202247191
ARR0006770,,MANDI015,Wheat,Hybrid,141.83,Quintals,134.0,141.83,Amravati Grain Market,Bathinda,apmc,,,,,,654.12567944773,13.111656565656565,60.85243003444866,0.03529411764705882
ARR0019634,,MANDI013,Cotton,,18.137,tonnes,45.0,181.37,Aurangabad Market,Patiala,Private,,,,,,678.600334996969,14.36791847041847,50.635306126194656,0.06369426751592357
ARR0012525,,MANDI043,Makka,Premium,334.11,Q,119.0,,Danapur Mandi,Agra,Private,,,,,,627.6304311873139,13.568173926767678,51.45124163661733,0.0449438202247191
ARR0016292,,MANDI049,Makki,Pusa-1121,41458.0,kg,36.0,414.58,Machilipatnam Mandi,Muzaffarnagar,Private,,,,,,637.9883090739725,13.246245519713263,53.807214746988215,0.047872340425531915
ARR0019272,,MANDI030,Sugarcane,Local,"39,083.0 KG",,104.0,,Patiala APMC,Sirsa,,,,,,,616.5701848129735,13.233757961783438,103.0450519601292,0.06172839506172839
ARR0004049,,MANDI003,Rice,Pusa-1121,21412.0,KG,56.0,214.12,Vijayawada Mandi,Ludhiana,,,,,,,635.054591981226,12.82110312899106,67.86005159466583,0.02824858757062147
ARR0002716,,MANDI057,Sugarcane,Hybrid,41389.0,Kgs,106.0,413.89,Gorakhpur APMC,Bareilly,Direct,,,,,,644.6248551742354,13.740597454996896,49.7430446036011,0.04371584699453552
ARR0014184,,MANDI037,Mustard,PBW-343,"35,649.0 KG",,,,Jorhat Grain Market,Kurukshetra,APMC,,,,,,686.1450803184645,14.387921704087507,50.45675127853704,0.05583756345177665
ARR0008333,,MANDI054,Wheat,,-357.18,KG,133.0,-3.5718,Nangloi Jat Grain Market,Saharanpur,Direct,,,,,,676.5229346500879,13.507386765746638,54.03155734409026,0.054878048780487805
ARR0000429,,MANDI039,Cotton,Hybrid,12.656,MT,76.0,,Anand Grain Market,,APMC,,,,,,617.2666889447446,12.466750151791135,57.89251685266857,0.02127659574468085
ARR0024925,,MANDI024,Wheat,,18344.0,KG,83.0,183.44,Jaipur Mandi,Karnal,APMC,,,,,,663.1546446640208,13.775649188514356,51.45505293148017,0.03278688524590164
ARR0019727,,MANDI034,Cotton,PBW-343,40381.0,KGS,81.0,403.81,Ludhiana Grain Market,Ambala,,,,,,,667.5461369441134,13.509729166666668,56.86634445498219,0.017964071856287425
ARR0002477,,MANDI020,Chawal,Local,31.139,tonnes,150.0,311.39,Kadapa Mandi,Ferozepur,Direct,,,,,,666.6865568989938,13.881245739604637,151.4719973213504,0.047337278106508875
ARR0000342,,MANDI033,Cotton,Premium,191.48,Q,30.0,,South Dumdum Grain Market,AMBALA,apmc,,,,,,724.9183214950734,14.321881153305204,56.708516729056676,0.04938271604938271
ARR0023820,,MANDI029,Mustard,Local,27200.0,KGS,,272.0,Asansol Grain Market,SIRSA,Direct,,,,,,676.2953951068315,14.117156862745096,57.89360031823794,0.03977272727272727
ARR0010204,,MANDI006,Rice,,2584.0,Kgs,102.0,25.84,Kochi Mandi,Amritsar,Direct,,,,,,681.3500588755784,14.387914171656687,50.95691710901751,0.06976744186046512
ARR0000398,,MANDI029,Makki,PBW-343,20.63 qtl,,44.0,,Asansol Grain Market,SIRSA,Direct,,,,,,676.2953951068315,14.117156862745096,57.89360031823794,0.03977272727272727
ARR0020708,,MANDI054,Cotton,Hybrid,41.019999999999996,MT,60.0,,Nangloi Jat Grain Market,Saharanpur,Direct,,,,,,676.5229346500879,13.507386765746638,54.03155734409026,0.054878048780487805
ARR0020105,,MANDI028,Sarso,Pusa-1121,48.563,Tonnes,60.0,485.63,Machilipatnam APMC,Hisar,,,,,,,624.3424812999411,12.79244341563786,60.18105427601771,0.03636363636363636
ARR0019842,,MANDI056,Sugarcane,Pusa-1121,2948.0,Kgs,112.0,29.48,Bilaspur Mandi,Bareilly,Private,,,,,,647.0077318112894,13.43936009307737,82.7964797037649,0.05699481865284974
ARR0014214,,MANDI031,Sugarcane,Hybrid,478.99 qtl,,123.0,,Nangloi Jat Mandi,Sirsa,APMC,,,,,,645.0201391611898,13.820561002178648,54.92193466455674,0.0440251572327044
ARR0017781,,MANDI031,Sugarcane,PBW-343,46065.0,kg,46.0,460.65,Nangloi Jat Mandi,Sirsa,APMC,,,,,,645.0201391611898,13.820561002178648,54.92193466455674,0.0440251572327044
ARR0009910,,MANDI041,Cotton,Pusa-1121,372.43,Q,42.0,,Gurgaon Grain Market,FATEHABAD,APMC,,,,,,678.6662064292743,14.117948369565216,55.939064035801515,0.03783783783783784
ARR0008506,,MANDI024,Chawal,Hybrid,74.11,Qtl,96.0,74.11,Jaipur Mandi,Karnal,APMC,,,,,,663.1546446640208,13.775649188514356,51.45505293148017,0.03278688524590164
ARR0023886,,MANDI011,Makka,Local,15663.999999999998,KG,14.0,156.64,Arrah Mandi,Patiala,,,,,,,663.2299095399038,13.723928012519561,54.905411501846736,0.027649769585253458
ARR0006149,,MANDI041,Cotton,Pusa-1121,4638.0,kg,103.0,46.38,Gurgaon Grain Market,FATEHABAD,APMC,,,,,,678.6662064292743,14.117948369565216,55.939064035801515,0.03783783783783784
ARR0023964,,MANDI008,Rice,,81.67,qtl,,81.67,Bijapur Market,Amritsar,APMC,,,,,,639.464302839031,13.181390562248994,64.51699539495512,0.023391812865497075
ARR0003143,,MANDI034,Rice,HD-2967,401.5 qtl,,113.0,,Ludhiana Grain Market,Ambala,,,,,,,667.5461369441134,13.509729166666668,56.86634445498219,0.017964071856287425
ARR0002588,2026-05-06,MANDI040,Mustard,,4.489,MT,137.0,,Jodhpur Market,Fatehabad,Direct,,,27.06811594202898,740.274,64.84615384615384,673.9241438843335,13.905524870801033,57.608490094576815,0.05747126436781609
ARR0002948,,MANDI019,Wheat,,"12,646.0 KG",,146.0,,Karimnagar Grain Market,Moga,PRIVATE,,,,,,637.5183788089874,13.427884366925063,49.666285427857424,0.05142857142857143
ARR0015103,,MANDI050,Cotton,Pusa-1121,24245.0,Kgs,73.0,242.45,Durg Market,Muzaffarnagar,,,,,,,669.4991596622084,13.950960012210011,51.5428276227886,0.06451612903225806
ARR0011288,,MANDI043,Cotton,Pusa-1121,27258.999999999996,kg,43.0,272.59,Danapur Mandi,Agra,Private,,,,,,627.6304311873139,13.568173926767678,51.45124163661733,0.0449438202247191
ARR0009656,2026-01-04,MANDI018,Sugarcane,HD-2967,"7,537.0 KG",,,,Jaunpur Mandi,MOGA,,,,28.184229390681004,903.324,65.12,624.4304212599498,12.728536776212833,55.803016134335614,0.020689655172413793
ARR0002899,,MANDI017,Cotton,Hybrid,"41,341.0 KG",,134.0,,Parbhani Market,,PRIVATE,,,,,,665.9351941479357,13.4844459791283,57.129420019849896,0.0213903743315508
ARR0013711,,MANDI028,Sugarcane,Hybrid,47.79,Q,15.0,,Machilipatnam APMC,Hisar,,,,,,,624.3424812999411,12.79244341563786,60.18105427601771,0.03636363636363636
ARR0009578,,MANDI016,Maize,Pusa-1121,309.79,Qtl,20.0,309.79,Kulti APMC,Bathinda,,,,,,,638.2783345700341,13.324479532163744,51.92647932949142,0.015706806282722512
ARR0005981,,MANDI004,Rice,Premium,22842.0,kg,145.0,228.42,Khandwa Grain Market,Ludhiana,APMC,,,,,,616.6296575716929,13.122750841750841,57.10978649823338,0.05357142857142857
ARR0023291,,MANDI020,Wheat,Premium,80.86,Q,89.0,,Kadapa Mandi,Ferozepur,Direct,,,,,,666.6865568989938,13.881245739604637,151.4719973213504,0.047337278106508875
ARR0009654,,MANDI030,Sugarcane,,"24,318.0 KG",,31.0,,Patiala APMC,Sirsa,,,,,,,616.5701848129735,13.233757961783438,103.0450519601292,0.06172839506172839
ARR0012458,,MANDI039,Mustard,Pusa-1121,276.83,Quintals,24.0,276.83,Anand Grain Market,,APMC,,,,,,617.2666889447446,12.466750151791135,57.89251685266857,0.02127659574468085
ARR0014621,,MANDI056,Sugarcane,Local,"26,952.999999999996 KG",,80.0,,Bilaspur Mandi,Bareilly,Private,,,,,,647.0077318112894,13.43936009307737,82.7964797037649,0.05699481865284974
ARR0016696,,MANDI039,Makka,Pusa-1121,6202.0,Kilo,132.0,,Anand Grain Market,,APMC,,,,,,617.2666889447446,12.466750151791135,57.89251685266857,0.02127659574468085
ARR0004195,,MANDI035,Mustard,PBW-343,16784.0,Kilo,129.0,,Guntakal Mandi,Ambala,APMC,,,,,,659.1497326817673,13.834618518518518,48.87021288073859,0.039473684210526314
ARR0014009,,MANDI007,Maize,,418.67,quintal,85.0,418.67,Nashik Mandi,Amritsar,PRIVATE,,,,,,681.3677488963143,14.032609184328837,60.11135040726303,0.03932584269662921
ARR0002509,,MANDI013,मक्का,HD-2967,2.2,tonnes,141.0,22.0,Aurangabad Market,Patiala,Private,,,,,,678.600334996969,14.36791847041847,50.635306126194656,0.06369426751592357
ARR0017972,,MANDI034,Rice,Local,29339.999999999996,kg,6.0,293.4,Ludhiana Grain Market,Ambala,,,,,,,667.5461369441134,13.509729166666668,56.86634445498219,0.017964071856287425
ARR0002169,,MANDI039,Rice,Hybrid,-54.89,KG,41.0,-0.5489,Anand Grain Market,,APMC,,,,,,617.2666889447446,12.466750151791135,57.89251685266857,0.02127659574468085
,,MANDI044,Wheat,Hybrid,16.017,T,138.0,160.17,Dehri Mandi,Agra,APMC,,,,,,620.1631627770485,12.834301957397813,63.73260743162981,0.045454545454545456
ARR0003269,,MANDI046,Chawal,PBW-343,41.098,tonnes,43.0,410.98,Baranagar Market,,Private,,,,,,648.0019677231451,13.210727299880526,88.45823473714549,0.04736842105263158
ARR0009004,,MANDI023,Wheat,,-455.48,KG,120.0,-4.5548,Panihati APMC,KARNAL,PRIVATE,,,,,,679.7929010616903,14.07323595146871,65.13214652298328,0.06857142857142857
ARR0018741,,MANDI056,Sugarcane,Premium,256.67,Qtl,31.0,256.67,Bilaspur Mandi,Bareilly,Private,,,,,,647.0077318112894,13.43936009307737,82.7964797037649,0.05699481865284974
ARR0014531,,MANDI036,Cotton,,-453.42,KG,38.0,-4.5342,Mysore Grain Market,KURUKSHETRA,apmc,,,,,,637.2712781943984,13.306466408268735,50.20764625272251,0.028735632183908046
ARR0003705,,MANDI002,Mustard,Hybrid,24.500999999999998,T,,245.01000000000002,Solapur Mandi,Ludhiana,APMC,,,,,,706.4073362154123,14.187235217673814,97.69604557125678,0.023121387283236993
ARR0010827,,MANDI016,Chawal,Premium,156.22,Qtl,95.0,156.22,Kulti APMC,Bathinda,,,,,,,638.2783345700341,13.324479532163744,51.92647932949142,0.015706806282722512
ARR0018637,,MANDI046,Rice,Hybrid,-77.12,Qtl,67.0,-77.12,Baranagar Market,,Private,,,,,,648.0019677231451,13.210727299880526,88.45823473714549,0.04736842105263158
